2025-01-27T04:31:36.338Z - GET / - IP: 10.240.1.34 - Status: 404 - Not Found - User-Agent: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36
2025-01-27T04:31:36.371Z - GET / - IP: 10.240.0.10 - Status: 404 - Not Found - User-Agent: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36
2025-01-27T04:31:36.478Z - GET / - IP: 10.240.1.34 - Status: 404 - Not Found - User-Agent: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/132.0.0.0 Safari/537.36
2025-01-27T04:31:45.522Z - GET /api/category - IP: 10.240.0.199 - Status: 403 - Forbidden - User-Agent: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/132.0.0.0 Safari/537.36
2025-01-27T04:31:47.003Z - GET /favicon.ico - IP: 10.240.1.34 - Status: 404 - Not Found - User-Agent: Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.2 Safari/605.1.15
2025-01-27T04:31:48.660Z - GET / - IP: 10.240.1.34 - Status: 404 - Not Found - User-Agent: Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.2 Safari/605.1.15
2025-01-27T04:31:51.402Z - GET /api/category - IP: 10.240.1.34 - Status: 403 - Forbidden - User-Agent: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/132.0.0.0 Safari/537.36
2025-01-27T04:31:52.311Z - GET /favicon.ico - IP: 10.240.2.131 - Status: 404 - Not Found - User-Agent: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36
2025-01-27T04:31:52.595Z - GET /api/caegory - IP: 10.240.0.199 - Status: 403 - Forbidden - User-Agent: Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/132.0.0.0 Safari/537.36
2025-01-27T04:31:52.973Z - GET /api/category - IP: 10.240.0.10 - Status: 403 - Forbidden - User-Agent: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36
2025-01-27T04:31:54.375Z - GET /api/category - IP: 10.240.4.161 - Status: 403 - Forbidden - User-Agent: Mozilla/5.0 (iPhone; CPU iPhone OS 16_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.6 Mobile/15E148 Safari/604.1
2025-01-27T04:31:57.941Z - GET /api/catagory - IP: 10.240.1.34 - Status: 403 - Forbidden - User-Agent: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36
2025-01-27T04:32:00.054Z - GET / - IP: 10.240.2.131 - Status: 404 - Not Found - User-Agent: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36
2025-01-27T04:32:06.071Z - GET / - IP: 10.240.1.34 - Status: 404 - Not Found - User-Agent: Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.2 Safari/605.1.15
2025-01-27T04:32:06.212Z - GET /favicon.ico - IP: 10.240.2.23 - Status: 404 - Not Found - User-Agent: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36
